iteration,state,state_str,cost,is_valid,size,accepted,proposed_state,proposed_state_str,proposed_cost,best_state,best_state_str,best_cost,best_size,best_is_valid,method,seed,initialization,initial_state,initial_state_str,graph_name,run_id
16,"(0, 0, 0, 1, 0)",00010,-1,True,1,True,"(0, 0, 0, 1, 0)",00010,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
17,"(0, 0, 0, 1, 0)",00010,-1,True,1,False,"(0, 1, 0, 1, 0)",01010,3,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
18,"(0, 0, 1, 1, 0)",00110,-2,True,2,True,"(0, 0, 1, 1, 0)",00110,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
19,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(0, 1, 1, 1, 0)",01110,7,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
20,"(0, 0, 0, 1, 0)",00010,-1,True,1,True,"(0, 0, 0, 1, 0)",00010,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
21,"(0, 0, 1, 1, 0)",00110,-2,True,2,True,"(0, 0, 1, 1, 0)",00110,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
22,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(1, 0, 1, 1, 0)",10110,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
23,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(0, 0, 1, 0, 0)",00100,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
24,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(1, 0, 1, 1, 0)",10110,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
25,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(1, 0, 1, 1, 0)",10110,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
26,"(0, 0, 1, 0, 0)",00100,-1,True,1,True,"(0, 0, 1, 0, 0)",00100,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
27,"(0, 0, 1, 0, 0)",00100,-1,True,1,False,"(1, 0, 1, 0, 0)",10100,3,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
28,"(0, 0, 1, 0, 0)",00100,-1,True,1,False,"(1, 0, 1, 0, 0)",10100,3,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
29,"(0, 0, 1, 0, 0)",00100,-1,True,1,False,"(1, 0, 1, 0, 0)",10100,3,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
30,"(0, 0, 1, 1, 0)",00110,-2,True,2,True,"(0, 0, 1, 1, 0)",00110,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
31,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(0, 0, 1, 0, 0)",00100,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
32,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(0, 0, 1, 1, 1)",00111,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
33,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(1, 0, 1, 1, 0)",10110,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
34,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(1, 0, 1, 1, 0)",10110,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
35,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(0, 0, 1, 1, 1)",00111,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
36,"(0, 0, 0, 1, 0)",00010,-1,True,1,True,"(0, 0, 0, 1, 0)",00010,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
37,"(0, 0, 1, 1, 0)",00110,-2,True,2,True,"(0, 0, 1, 1, 0)",00110,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
38,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(0, 0, 1, 1, 1)",00111,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
39,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(0, 0, 1, 0, 0)",00100,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
40,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(0, 0, 0, 1, 0)",00010,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
41,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(0, 0, 1, 1, 1)",00111,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
42,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(0, 0, 1, 1, 1)",00111,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
43,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(0, 0, 1, 1, 1)",00111,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
44,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(0, 0, 1, 1, 1)",00111,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
45,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(0, 1, 1, 1, 0)",01110,7,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
46,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(1, 0, 1, 1, 0)",10110,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
47,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(0, 0, 1, 1, 1)",00111,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
48,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(0, 0, 0, 1, 0)",00010,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
49,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(0, 1, 1, 1, 0)",01110,7,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
50,"(0, 0, 1, 1, 0)",00110,-2,True,2,False,"(0, 0, 1, 1, 1)",00111,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2028,random,"(1, 0, 0, 1, 0)",10010,graph_5,2
0,"(0, 1, 0, 0, 0)",01000,-1,True,1,True,"(0, 1, 0, 0, 0)",01000,-1,"(0, 1, 0, 0, 0)",01000,-1,1,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
1,"(0, 1, 0, 0, 0)",01000,-1,True,1,False,"(0, 1, 1, 0, 0)",01100,3,"(0, 1, 0, 0, 0)",01000,-1,1,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
2,"(0, 1, 0, 0, 0)",01000,-1,True,1,False,"(1, 1, 0, 0, 0)",11000,3,"(0, 1, 0, 0, 0)",01000,-1,1,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
3,"(0, 1, 0, 0, 0)",01000,-1,True,1,False,"(0, 1, 1, 0, 0)",01100,3,"(0, 1, 0, 0, 0)",01000,-1,1,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
4,"(0, 1, 0, 0, 0)",01000,-1,True,1,False,"(0, 0, 0, 0, 0)",00000,0,"(0, 1, 0, 0, 0)",01000,-1,1,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
5,"(0, 1, 0, 0, 0)",01000,-1,True,1,False,"(0, 0, 0, 0, 0)",00000,0,"(0, 1, 0, 0, 0)",01000,-1,1,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
6,"(0, 1, 0, 0, 0)",01000,-1,True,1,False,"(1, 1, 0, 0, 0)",11000,3,"(0, 1, 0, 0, 0)",01000,-1,1,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
7,"(0, 1, 0, 0, 0)",01000,-1,True,1,False,"(1, 1, 0, 0, 0)",11000,3,"(0, 1, 0, 0, 0)",01000,-1,1,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
8,"(0, 1, 0, 0, 0)",01000,-1,True,1,False,"(0, 1, 1, 0, 0)",01100,3,"(0, 1, 0, 0, 0)",01000,-1,1,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
9,"(0, 1, 0, 0, 0)",01000,-1,True,1,False,"(1, 1, 0, 0, 0)",11000,3,"(0, 1, 0, 0, 0)",01000,-1,1,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
10,"(0, 1, 0, 0, 0)",01000,-1,True,1,False,"(0, 1, 0, 1, 0)",01010,3,"(0, 1, 0, 0, 0)",01000,-1,1,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
11,"(0, 1, 0, 0, 0)",01000,-1,True,1,False,"(0, 1, 0, 1, 0)",01010,3,"(0, 1, 0, 0, 0)",01000,-1,1,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
12,"(0, 1, 0, 0, 1)",01001,-2,True,2,True,"(0, 1, 0, 0, 1)",01001,-2,"(0, 1, 0, 0, 1)",01001,-2,2,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
13,"(0, 0, 0, 0, 1)",00001,-1,True,1,True,"(0, 0, 0, 0, 1)",00001,-1,"(0, 1, 0, 0, 1)",01001,-2,2,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
14,"(1, 0, 0, 0, 1)",10001,-2,True,2,True,"(1, 0, 0, 0, 1)",10001,-2,"(0, 1, 0, 0, 1)",01001,-2,2,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
15,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(0, 0, 0, 0, 1)",00001,-1,"(0, 1, 0, 0, 1)",01001,-2,2,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
16,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(1, 0, 0, 0, 0)",10000,-1,"(0, 1, 0, 0, 1)",01001,-2,2,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
17,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(0, 0, 0, 0, 1)",00001,-1,"(0, 1, 0, 0, 1)",01001,-2,2,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
18,"(1, 0, 0, 1, 1)",10011,-3,True,3,True,"(1, 0, 0, 1, 1)",10011,-3,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
19,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 0, 1, 0)",10010,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
20,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 0, 1, 0)",10010,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
21,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 0, 0, 1)",10001,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
22,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 1, 0, 1, 1)",11011,6,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
23,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 0, 0, 1)",10001,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
24,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 1, 0, 1, 1)",11011,6,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
25,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(0, 0, 0, 1, 1)",00011,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
26,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 0, 1, 0)",10010,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
27,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 0, 0, 1)",10001,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
28,"(1, 0, 0, 0, 1)",10001,-2,True,2,True,"(1, 0, 0, 0, 1)",10001,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
29,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(1, 1, 0, 0, 1)",11001,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
30,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(1, 0, 0, 0, 0)",10000,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
31,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(1, 0, 1, 0, 1)",10101,7,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
32,"(1, 0, 0, 1, 1)",10011,-3,True,3,True,"(1, 0, 0, 1, 1)",10011,-3,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
33,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(0, 0, 0, 1, 1)",00011,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
34,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 1, 1, 1)",10111,6,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
35,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 0, 0, 1)",10001,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
36,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 1, 1, 1)",10111,6,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
37,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 0, 1, 0)",10010,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
38,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 1, 1, 1)",10111,6,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
39,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 0, 1, 0)",10010,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
40,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 0, 1, 0)",10010,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
41,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 1, 0, 1, 1)",11011,6,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
42,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(0, 0, 0, 1, 1)",00011,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
43,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 1, 1, 1)",10111,6,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
44,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 0, 0, 1)",10001,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
45,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 1, 0, 1, 1)",11011,6,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
46,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 0, 0, 1)",10001,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
47,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 0, 1, 0)",10010,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
48,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 0, 1, 0)",10010,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
49,"(1, 0, 0, 1, 0)",10010,-2,True,2,True,"(1, 0, 0, 1, 0)",10010,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
50,"(1, 0, 0, 1, 0)",10010,-2,True,2,False,"(0, 0, 0, 1, 0)",00010,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2029,random,"(0, 1, 0, 0, 0)",01000,graph_5,3
0,"(0, 0, 0, 1, 0)",00010,-1,True,1,True,"(0, 0, 0, 1, 0)",00010,-1,"(0, 0, 0, 1, 0)",00010,-1,1,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
1,"(0, 0, 0, 1, 1)",00011,-2,True,2,True,"(0, 0, 0, 1, 1)",00011,-2,"(0, 0, 0, 1, 1)",00011,-2,2,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
2,"(0, 0, 0, 1, 1)",00011,-2,True,2,False,"(0, 0, 1, 1, 1)",00111,2,"(0, 0, 0, 1, 1)",00011,-2,2,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
3,"(0, 0, 0, 1, 1)",00011,-2,True,2,False,"(0, 1, 0, 1, 1)",01011,2,"(0, 0, 0, 1, 1)",00011,-2,2,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
4,"(1, 0, 0, 1, 1)",10011,-3,True,3,True,"(1, 0, 0, 1, 1)",10011,-3,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
5,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 1, 0, 1, 1)",11011,6,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
6,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 1, 0, 1, 1)",11011,6,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
7,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 0, 0, 1)",10001,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
8,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(0, 0, 0, 1, 1)",00011,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
9,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 0, 0, 1)",10001,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
10,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 0, 0, 1)",10001,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
11,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 1, 1, 1)",10111,6,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
12,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 1, 0, 1, 1)",11011,6,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
13,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 1, 0, 1, 1)",11011,6,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
14,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(0, 0, 0, 1, 1)",00011,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
15,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(1, 0, 1, 1, 1)",10111,6,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
16,"(1, 0, 0, 1, 0)",10010,-2,True,2,True,"(1, 0, 0, 1, 0)",10010,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
17,"(1, 0, 0, 1, 0)",10010,-2,True,2,False,"(1, 1, 0, 1, 0)",11010,7,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
18,"(1, 0, 0, 1, 0)",10010,-2,True,2,False,"(0, 0, 0, 1, 0)",00010,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
19,"(1, 0, 0, 1, 0)",10010,-2,True,2,False,"(1, 0, 1, 1, 0)",10110,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
20,"(1, 0, 0, 0, 0)",10000,-1,True,1,True,"(1, 0, 0, 0, 0)",10000,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
21,"(1, 0, 0, 0, 0)",10000,-1,True,1,False,"(1, 0, 1, 0, 0)",10100,3,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
22,"(1, 0, 0, 0, 1)",10001,-2,True,2,True,"(1, 0, 0, 0, 1)",10001,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
23,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(0, 0, 0, 0, 1)",00001,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
24,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(1, 1, 0, 0, 1)",11001,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
25,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(1, 0, 1, 0, 1)",10101,7,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
26,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(1, 1, 0, 0, 1)",11001,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
27,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(1, 1, 0, 0, 1)",11001,2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
28,"(1, 0, 0, 1, 1)",10011,-3,True,3,True,"(1, 0, 0, 1, 1)",10011,-3,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
29,"(1, 0, 0, 1, 1)",10011,-3,True,3,False,"(0, 0, 0, 1, 1)",00011,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
30,"(1, 0, 0, 0, 1)",10001,-2,True,2,True,"(1, 0, 0, 0, 1)",10001,-2,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
31,"(1, 0, 0, 0, 1)",10001,-2,True,2,False,"(1, 0, 0, 0, 0)",10000,-1,"(1, 0, 0, 1, 1)",10011,-3,3,True,classical_random,2030,random,"(0, 0, 0, 1, 0)",00010,graph_5,4
